local_date,tmin,tmax,p0max,p0min,sshn,umax,umin
2005-03-21,4.6,16.6,869.2,868.2,10.9,65.0,22.0
2005-03-22,3.8,18.0,869.9,866.2,11.1,67.0,26.0
2005-03-23,10.4,17.4,865.3,861.2,3.5,73.0,20.0
2005-03-24,4.8,13.0,866.7,860.8,8.8,82.0,37.0
2005-03-25,-3.6,9.0,869.3,866.3,11.2,63.0,20.0
2005-03-26,-3.8,12.6,870.9,868.9,11.1,58.0,17.0
2005-03-27,-0.4,15.6,871.8,870.1,11.0,47.0,21.0
2005-03-28,1.6,17.4,873.4,871.3,10.0,56.0,25.0
2005-03-29,5.0,18.6,874.1,871.3,10.9,56.0,20.0
2005-03-30,6.2,21.6,871.5,868.0,10.2,48.0,20.0
2005-03-31,10.0,21.4,868.9,867.2,8.9,78.0,38.0
2005-04-01,9.4,24.2,869.1,867.0,11.4,78.0,16.0
2005-04-02,13.0,23.8,866.3,864.4,10.6,36.0,22.0
2005-04-03,10.0,20.2,869.1,865.1,10.4,64.0,21.0
2005-04-04,3.6,14.6,871.4,868.7,7.7,72.0,31.0
2005-04-05,1.0,14.6,871.8,870.5,11.4,71.0,23.0
2005-04-06,2.4,17.4,871.6,869.1,11.6,66.0,20.0
2005-04-07,6.2,17.0,869.4,867.5,10.5,58.0,20.0
2005-04-08,3.6,21.0,870.7,868.9,11.4,57.0,21.0
2005-04-09,7.6,22.8,870.5,867.7,4.4,47.0,18.0
2005-04-10,13.6,23.8,867.2,864.8,9.4,57.0,13.0
2005-04-11,9.8,23.2,868.7,865.8,10.3,54.0,27.0
2005-04-12,9.8,23.4,870.8,868.6,11.2,56.0,26.0
2005-04-13,9.0,24.4,872.3,870.4,10.7,58.0,20.0
2005-04-14,10.8,27.0,872.4,869.1,9.9,54.0,19.0
2005-04-15,14.8,21.2,868.5,866.6,0.0,77.0,25.0
2005-04-16,11.2,18.8,867.3,865.9,6.8,80.0,49.0
2005-04-17,7.0,19.2,870.1,866.8,11.8,86.0,24.0
2005-04-18,6.0,21.2,872.5,870.0,11.8,76.0,25.0
2005-04-19,8.4,23.4,872.5,870.6,9.2,60.0,19.0
2005-04-20,13.8,23.6,873.2,870.3,1.4,57.0,28.0
2005-04-21,11.8,25.4,874.8,872.1,10.0,59.0,20.0
2005-04-22,13.6,28.0,871.7,869.3,11.5,41.0,20.0
2005-04-23,14.0,30.6,869.6,868.0,11.8,50.0,18.0
2005-04-24,15.8,30.6,869.0,867.1,11.8,46.0,18.0
2005-04-25,15.8,29.0,867.8,865.4,10.7,57.0,18.0
2005-04-26,12.0,22.4,867.0,864.8,0.0,97.0,61.0
2005-04-27,9.4,18.2,868.2,866.1,8.0,95.0,54.0
2005-04-28,7.6,21.0,868.3,866.0,10.7,79.0,34.0
2005-04-29,11.2,23.6,865.5,863.2,10.6,75.0,26.0
2005-04-30,10.8,24.0,865.4,863.7,11.0,66.0,24.0
2005-05-01,11.8,23.8,866.5,864.4,5.9,66.0,30.0
2005-05-02,11.4,24.8,866.0,860.4,8.8,68.0,23.0
2005-05-03,14.8,19.6,862.9,859.3,11.5,55.0,32.0
2005-05-04,9.2,18.8,862.9,861.4,9.5,70.0,27.0
2005-05-05,8.2,14.0,862.5,859.4,1.6,88.0,35.0
2005-05-06,2.0,17.4,866.8,861.8,10.3,90.0,39.0
2005-05-07,7.4,22.6,867.7,866.2,12.6,72.0,27.0
2005-05-08,9.4,25.0,868.4,867.3,12.7,66.0,23.0
2005-05-09,11.2,26.6,870.2,867.5,11.7,56.0,24.0
2005-05-10,13.0,26.8,869.8,868.6,8.4,48.0,18.0
2005-05-11,12.6,28.6,869.2,867.9,11.0,32.0,14.0
2005-05-12,15.4,29.0,869.1,866.9,1.4,35.0,17.0
2005-05-13,18.6,26.8,868.1,864.9,0.5,40.0,25.0
2005-05-14,17.2,27.6,865.8,864.2,4.0,45.0,18.0
2005-05-15,16.0,27.6,866.3,864.5,3.8,49.0,22.0
2005-05-16,14.2,26.0,870.0,865.9,12.3,52.0,18.0
2005-05-17,11.2,28.4,870.1,868.0,6.2,49.0,21.0
2005-05-18,16.8,30.2,868.5,864.6,0.0,59.0,23.0
2005-05-19,16.4,27.6,868.4,865.8,4.5,53.0,13.0
2005-05-20,13.0,27.2,868.7,866.4,12.3,37.0,14.0
2005-05-21,13.2,27.8,866.5,865.4,12.6,38.0,23.0
2005-05-22,13.2,29.6,866.4,864.9,12.0,52.0,19.0
2005-05-23,15.2,31.2,866.2,864.7,12.3,44.0,18.0
2005-05-24,16.6,30.4,867.1,865.3,8.2,41.0,23.0
2005-05-25,17.4,29.8,866.4,864.3,5.5,58.0,26.0
2005-05-26,14.0,28.2,867.6,865.4,11.5,63.0,14.0
2005-05-27,12.8,30.0,868.9,867.2,13.0,39.0,16.0
2005-05-28,15.4,31.0,869.2,866.8,12.7,33.0,16.0
2005-05-29,15.8,30.0,867.5,866.1,12.7,40.0,12.0
2005-05-30,13.2,27.8,868.5,866.6,9.0,44.0,17.0
2005-05-31,13.6,25.4,868.5,866.9,12.1,45.0,23.0
2005-06-01,12.0,26.6,867.2,865.7,11.5,48.0,21.0
2005-06-02,14.4,27.4,866.6,865.3,3.4,47.0,19.0
2005-06-03,13.4,27.6,867.9,866.0,9.0,45.0,16.0
2005-06-04,16.0,31.4,868.1,865.4,7.8,31.0,18.0
2005-06-05,17.6,33.6,865.8,864.4,12.6,36.0,12.0
2005-06-06,18.4,30.8,868.3,864.7,12.5,39.0,16.0
2005-06-07,11.8,32.8,867.8,866.5,13.3,35.0,11.0
2005-06-08,13.4,33.4,865.4,863.2,13.7,26.0,10.0
2005-06-09,19.6,32.0,862.4,860.8,13.8,29.0,11.0
2005-06-10,20.4,33.4,861.8,860.5,13.6,33.0,17.0
2005-06-11,18.2,33.2,864.0,861.5,12.9,34.0,12.0
2005-06-12,18.4,33.0,864.5,863.2,12.5,33.0,15.0
2005-06-13,16.2,32.0,865.4,862.9,12.7,30.0,13.0
2005-06-14,14.2,31.4,867.9,864.9,12.9,36.0,9.0
2005-06-15,22.8,34.6,868.4,866.8,11.2,31.0,13.0
2005-06-16,22.2,36.8,867.8,866.6,11.4,33.0,11.0
2005-06-17,21.0,35.4,867.8,866.2,12.7,26.0,13.0
2005-06-18,18.0,33.6,864.5,861.5,13.2,29.0,6.0
2005-06-19,18.0,34.2,860.8,860.0,13.0,26.0,8.0
2005-06-20,16.8,32.6,860.9,859.7,12.4,39.0,14.0
2005-06-21,18.4,31.4,861.9,860.5,11.4,42.0,12.0
2005-06-22,16.8,32.4,864.9,860.9,12.2,41.0,12.0
2005-06-23,16.4,35.6,863.9,862.0,12.8,37.0,10.0
2005-06-24,19.0,36.0,862.5,861.0,12.8,23.0,10.0
2005-06-25,20.4,35.6,862.2,860.7,12.9,22.0,7.0
2005-06-26,20.6,34.4,862.0,860.1,12.6,26.0,10.0
2005-06-27,17.8,29.4,860.6,859.7,12.7,41.0,16.0
2005-06-28,16.4,32.0,860.3,859.0,12.6,44.0,17.0
2005-06-29,17.0,33.2,861.1,859.4,12.8,31.0,14.0
2005-06-30,19.4,32.6,862.1,860.2,12.6,31.0,14.0
2005-07-01,20.4,33.2,860.8,859.5,13.0,32.0,13.0
2005-07-02,17.6,33.8,860.1,858.8,12.4,33.0,17.0
2005-07-03,19.2,34.2,861.0,858.7,11.6,37.0,20.0
2005-07-04,20.0,34.8,860.1,859.1,11.5,34.0,21.0
2005-07-05,20.8,33.0,860.0,858.6,7.0,33.0,17.0
2005-07-06,16.8,31.0,860.8,858.2,12.5,43.0,15.0
2005-07-07,17.4,34.4,863.1,860.3,12.7,45.0,16.0
2005-07-08,20.0,37.2,862.6,861.5,12.5,37.0,16.0
2005-07-09,21.4,37.6,864.1,861.1,11.9,42.0,13.0
2005-07-10,22.2,38.4,864.0,862.2,11.9,38.0,13.0
2005-07-11,21.2,38.0,863.8,862.8,11.9,35.0,11.0
2005-07-12,21.2,38.2,862.8,861.8,12.0,31.0,12.0
2005-07-13,21.8,39.0,861.9,861.4,12.0,30.0,10.0
2005-07-14,22.4,38.6,863.8,861.1,12.0,29.0,12.0
2005-07-15,22.2,37.4,865.5,863.8,11.2,26.0,12.0
2005-07-16,19.8,37.0,865.8,864.3,12.6,28.0,10.0
2005-07-17,24.4,38.4,864.2,862.4,12.3,24.0,8.0
2005-07-18,25.0,39.6,865.0,862.1,11.8,25.0,11.0
2005-07-19,23.0,38.8,867.1,864.9,12.1,25.0,11.0
2005-07-20,21.4,37.4,866.0,863.4,12.7,29.0,13.0
2005-07-21,20.6,35.8,863.0,861.6,12.7,28.0,10.0
2005-07-22,19.4,35.6,862.4,861.2,12.8,27.0,6.0
2005-07-23,19.6,36.6,861.0,859.7,13.0,27.0,9.0
2005-07-24,21.8,36.8,862.1,859.4,9.7,29.0,13.0
2005-07-25,22.4,36.2,863.1,861.5,10.6,30.0,11.0
2005-07-26,22.0,37.0,863.4,861.9,11.4,33.0,14.0
2005-07-27,23.4,38.6,862.0,860.9,11.5,32.0,14.0
2005-07-28,24.6,39.2,862.9,861.0,10.6,28.0,13.0
2005-07-29,23.2,37.6,863.0,861.5,11.5,27.0,13.0
2005-07-30,24.6,37.6,862.5,861.3,11.2,28.0,11.0
2005-07-31,24.0,38.2,862.8,861.4,12.2,28.0,11.0
2005-08-01,21.8,36.8,861.7,860.9,12.6,25.0,11.0
2005-08-02,19.2,34.4,861.5,860.1,12.3,39.0,12.0
2005-08-03,20.8,33.8,863.4,860.6,12.4,45.0,11.0
2005-08-04,18.6,34.4,863.9,862.1,12.5,37.0,15.0
2005-08-05,20.6,35.0,863.1,861.6,12.2,35.0,14.0
2005-08-06,22.6,36.4,862.0,860.6,12.1,28.0,10.0
2005-08-07,24.6,36.0,860.4,859.1,12.1,26.0,14.0
2005-08-08,21.2,35.6,859.8,858.0,6.5,37.0,20.0
2005-08-09,21.6,34.4,861.2,858.8,0.0,42.0,21.0
2005-08-10,22.8,33.8,861.8,860.4,0.0,41.0,21.0
2005-08-11,21.4,34.4,862.3,861.1,9.0,40.0,16.0
2005-08-12,22.0,34.2,863.1,861.0,8.9,41.0,14.0
2005-08-13,21.8,34.6,863.8,862.4,3.8,43.0,19.0
2005-08-14,23.0,35.2,864.6,863.2,7.8,38.0,18.0
2005-08-15,23.0,38.0,864.5,862.5,10.1,39.0,14.0
2005-08-16,26.4,37.4,864.2,862.3,9.1,30.0,16.0
2005-08-17,22.0,38.6,864.2,862.7,11.7,29.0,7.0
2005-08-18,21.6,38.6,865.0,863.4,11.2,24.0,10.0
2005-08-19,23.4,37.8,865.1,863.0,11.8,24.0,7.0
2005-08-20,19.6,36.4,862.7,860.9,12.2,27.0,4.0
2005-08-21,19.0,35.6,862.6,860.4,12.2,39.0,8.0
2005-08-22,17.6,35.4,863.8,862.0,11.7,38.0,9.0
2005-08-23,18.2,36.6,865.0,863.3,11.5,34.0,11.0
2005-08-24,19.6,36.6,866.0,864.5,11.6,36.0,6.0
2005-08-25,19.0,35.6,866.1,864.9,12.8,37.0,7.0
2005-08-26,19.4,35.4,866.8,865.4,11.4,35.0,11.0
2005-08-27,17.6,35.6,866.6,865.7,12.2,31.0,4.0
2005-08-28,19.8,36.2,866.8,865.5,11.3,31.0,11.0
2005-08-29,19.6,33.6,866.8,865.6,11.9,43.0,8.0
2005-08-30,18.2,32.0,864.5,862.7,11.4,46.0,16.0
2005-08-31,18.2,32.6,864.1,862.2,11.5,43.0,17.0
2005-09-01,16.8,33.2,866.4,863.1,10.2,42.0,8.0
2005-09-02,18.8,34.2,868.0,866.3,11.4,27.0,12.0
2005-09-03,20.4,32.0,868.4,867.0,11.2,36.0,13.0
2005-09-04,15.8,30.6,866.6,864.3,11.4,43.0,19.0
2005-09-05,13.0,31.0,864.6,863.1,11.5,49.0,10.0
2005-09-06,15.2,31.6,865.8,863.2,11.0,37.0,11.0
2005-09-07,14.2,32.2,866.7,864.9,11.0,34.0,9.0
2005-09-08,14.2,33.0,866.0,865.2,11.0,39.0,11.0
2005-09-09,15.6,33.0,867.0,865.6,11.3,31.0,9.0
2005-09-10,16.0,35.4,866.7,864.9,10.5,24.0,7.0
2005-09-11,18.8,35.2,865.3,863.8,10.6,24.0,9.0
2005-09-12,14.4,31.4,865.5,863.4,11.4,27.0,5.0
2005-09-13,12.4,31.6,866.5,864.8,11.3,31.0,5.0
2005-09-14,12.0,31.6,866.8,865.1,10.9,28.0,9.0
2005-09-15,14.0,30.8,865.9,863.9,10.8,35.0,7.0
2005-09-16,13.0,31.8,865.6,864.3,11.0,37.0,9.0
2005-09-17,14.6,33.2,865.9,864.7,11.0,27.0,7.0
2005-09-18,14.4,32.4,867.6,865.4,10.9,27.0,9.0
2005-09-19,17.4,33.0,867.4,865.2,10.4,28.0,12.0
2005-09-20,16.2,31.0,866.4,864.9,10.6,39.0,14.0
2005-09-21,15.4,30.6,868.9,866.1,10.4,41.0,16.0
2005-09-22,14.6,31.4,869.4,868.0,10.8,41.0,11.0
2005-09-23,15.2,31.4,868.6,866.4,10.8,33.0,14.0
2005-09-24,15.4,32.8,868.8,866.7,10.8,32.0,11.0
2005-09-25,15.2,32.4,869.6,867.4,10.6,31.0,9.0
2005-09-26,15.4,29.0,870.6,868.9,10.6,32.0,16.0
2005-09-27,11.6,27.4,869.1,868.1,10.6,47.0,17.0
2005-09-28,11.0,27.2,869.4,867.5,10.3,48.0,23.0
2005-09-29,12.2,26.4,868.4,866.7,10.3,49.0,22.0
2005-09-30,12.0,24.8,870.3,867.4,8.7,68.0,26.0
2005-10-01,10.0,26.0,871.9,870.0,10.3,69.0,17.0
2005-10-02,10.8,27.8,871.1,869.9,10.6,50.0,13.0
2005-10-03,11.0,27.2,869.5,867.4,10.4,51.0,16.0
2005-10-04,10.6,25.4,867.7,866.6,10.3,57.0,25.0
2005-10-05,11.4,25.4,869.6,867.0,9.8,60.0,21.0
2005-10-06,14.6,27.0,871.5,869.4,9.2,48.0,20.0
2005-10-07,16.0,27.8,872.7,870.0,9.0,43.0,19.0
2005-10-08,14.4,28.0,870.1,868.3,9.9,47.0,19.0
2005-10-09,12.8,26.6,873.0,869.0,10.1,58.0,18.0
2005-10-10,14.6,29.6,875.3,872.9,9.0,40.0,16.0
2005-10-11,14.2,31.2,875.6,873.4,9.4,33.0,9.0
2005-10-12,14.4,30.8,875.4,874.0,10.0,34.0,10.0
2005-10-13,14.8,31.2,874.9,872.6,9.0,33.0,11.0
2005-10-14,14.0,29.6,872.3,870.6,9.8,30.0,13.0
2005-10-15,13.8,29.4,871.5,869.9,9.5,33.0,14.0
2005-10-16,13.4,27.8,871.1,869.1,9.1,38.0,13.0
2005-10-17,15.0,28.2,872.5,870.0,6.0,45.0,13.0
2005-10-18,14.6,26.2,874.1,872.1,10.0,48.0,13.0
2005-10-19,14.6,26.2,871.1,866.9,3.6,34.0,18.0
2005-10-20,16.6,23.4,867.1,865.0,0.5,71.0,25.0
2005-10-21,4.6,17.4,870.6,867.4,10.1,76.0,15.0
2005-10-22,2.4,17.4,873.6,870.6,10.2,44.0,19.0
2005-10-23,1.8,21.0,874.2,872.4,10.3,35.0,11.0
2005-10-24,3.2,22.8,871.9,870.2,11.4,33.0,9.0
2005-10-25,4.6,22.4,870.8,869.5,10.1,28.0,8.0
2005-10-26,4.8,24.2,872.2,869.8,10.2,28.0,11.0
2005-10-27,7.4,22.6,871.8,869.7,10.0,32.0,11.0
2005-10-28,9.2,21.8,871.3,869.9,0.8,29.0,12.0
2005-10-29,11.0,20.0,873.0,870.4,0.0,69.0,29.0
2005-10-30,8.8,24.4,872.8,871.3,6.0,67.0,20.0
2005-10-31,14.2,24.8,873.6,871.1,6.4,34.0,19.0
2005-11-01,12.8,23.6,872.5,870.8,9.3,51.0,22.0
2005-11-02,7.0,21.4,871.8,870.8,5.0,66.0,26.0
2005-11-03,8.6,21.2,872.0,870.4,8.4,75.0,34.0
2005-11-04,9.8,21.6,871.5,869.0,8.9,48.0,27.0
2005-11-05,14.4,17.2,868.3,865.9,0.4,88.0,51.0
2005-11-06,1.8,16.8,870.9,868.6,9.8,86.0,27.0
2005-11-07,2.8,19.0,870.6,866.3,3.7,57.0,26.0
2005-11-08,6.0,14.8,867.3,864.9,7.4,72.0,39.0
2005-11-09,1.4,14.8,871.0,867.5,9.2,84.0,36.0
2005-11-10,2.4,15.0,871.1,869.7,5.3,77.0,39.0
2005-11-11,1.4,15.4,870.5,868.2,9.6,74.0,27.0
2005-11-12,1.6,14.4,871.5,869.0,9.3,65.0,33.0
2005-11-13,1.0,15.0,872.5,871.3,9.6,70.0,35.0
2005-11-14,0.8,16.6,872.4,870.9,9.5,60.0,27.0
2005-11-15,1.4,17.2,872.1,868.4,9.4,59.0,29.0
2005-11-16,7.2,11.4,868.0,865.5,0.0,94.0,72.0
2005-11-17,6.6,11.2,871.0,867.6,4.5,96.0,74.0
2005-11-18,1.0,12.6,871.7,870.2,9.2,96.0,43.0
2005-11-19,2.6,14.0,870.1,868.6,9.0,87.0,47.0
2005-11-20,2.8,14.8,870.9,869.1,8.4,85.0,40.0
2005-11-21,3.0,14.4,871.5,869.3,5.6,87.0,42.0
2005-11-22,6.2,15.4,875.2,871.7,7.3,91.0,46.0
2005-11-23,2.8,18.4,876.6,875.0,9.0,90.0,27.0
2005-11-24,1.4,16.8,874.3,872.8,9.2,59.0,16.0
2005-11-25,2.4,19.2,874.6,872.8,9.2,50.0,15.0
2005-11-26,4.2,21.2,874.1,872.0,8.9,44.0,11.0
2005-11-27,6.4,23.4,872.8,871.3,9.1,42.0,14.0
2005-11-28,7.4,20.2,874.1,872.3,7.5,51.0,20.0
2005-11-29,7.6,22.6,875.5,873.3,8.9,50.0,16.0
2005-11-30,7.6,20.6,872.6,869.5,7.8,50.0,17.0
2005-12-01,5.2,18.4,870.7,869.0,8.7,55.0,24.0
2005-12-02,5.4,18.8,873.6,870.9,8.3,55.0,25.0
2005-12-03,6.6,20.4,874.8,873.3,8.5,52.0,20.0
2005-12-04,9.4,23.0,873.4,871.0,5.0,58.0,25.0
2005-12-05,8.2,21.8,871.7,869.7,8.5,60.0,26.0
2005-12-06,8.4,20.8,874.1,871.5,7.5,53.0,22.0
2005-12-07,6.4,21.0,875.6,874.3,8.4,52.0,21.0
2005-12-08,6.2,21.2,876.2,873.8,8.9,49.0,20.0
2005-12-09,4.6,20.8,874.0,871.6,9.0,46.0,18.0
2005-12-10,5.2,21.4,873.3,871.8,8.9,41.0,15.0
2005-12-11,4.2,20.2,873.8,872.0,8.8,34.0,12.0
2005-12-12,4.2,19.4,872.9,870.8,8.0,40.0,14.0
2005-12-13,6.0,15.8,873.0,871.5,0.1,44.0,20.0
2005-12-14,6.4,18.4,872.5,870.5,6.1,47.0,10.0
2005-12-15,3.6,17.6,872.4,867.1,8.6,41.0,15.0
2005-12-16,7.2,12.8,867.3,864.2,0.0,87.0,27.0
2005-12-17,8.0,12.8,869.9,865.5,4.3,91.0,56.0
2005-12-18,2.0,13.8,872.5,870.4,8.8,86.0,48.0
2005-12-19,2.2,14.0,871.8,869.2,8.8,77.0,31.0
2005-12-20,3.6,14.8,870.9,869.4,7.8,84.0,33.0
2005-12-21,3.0,15.0,872.0,870.6,5.2,87.0,31.0
2005-12-22,3.6,11.8,872.6,868.5,0.0,94.0,49.0
2005-12-23,5.8,10.6,867.1,861.6,0.0,100.0,73.0
2005-12-24,1.8,10.6,865.8,863.3,8.5,93.0,55.0
2005-12-25,1.8,9.0,865.6,862.8,4.0,84.0,68.0
2005-12-26,0.8,4.4,874.3,866.4,5.8,86.0,51.0
2005-12-27,-4.2,9.4,875.8,873.0,8.9,80.0,27.0
2005-12-28,-2.4,9.8,873.7,872.4,7.5,79.0,28.0
2005-12-29,-3.0,11.8,874.8,872.8,8.6,70.0,22.0
2005-12-30,1.6,11.8,873.0,871.0,6.4,67.0,35.0
2005-12-31,-2.8,9.2,873.3,871.9,8.1,67.0,19.0
2006-01-01,-2.2,11.6,874.3,873.2,8.8,61.0,20.0
2006-01-02,-1.2,8.4,874.7,872.2,0.4,82.0,54.0
2006-01-03,-0.2,12.8,874.6,872.6,8.9,80.0,43.0
2006-01-04,-0.4,13.6,875.5,873.8,9.0,78.0,34.0
2006-01-05,0.0,13.8,876.3,873.6,7.5,68.0,29.0
2006-01-06,1.2,14.0,874.7,872.0,6.8,68.0,27.0
2006-01-07,2.0,11.8,871.4,866.3,1.6,87.0,20.0
2006-01-08,2.4,7.6,865.9,863.7,0.0,100.0,84.0
2006-01-09,2.4,5.6,866.5,863.3,0.0,96.0,79.0
2006-01-10,-0.4,8.2,868.7,866.2,7.5,89.0,50.0
2006-01-11,2.2,10.0,866.9,863.8,4.4,80.0,64.0
2006-01-12,2.0,8.6,868.2,863.8,4.5,93.0,66.0
2006-01-13,-0.2,9.8,868.7,865.8,4.4,89.0,39.0
2006-01-14,1.0,7.2,865.4,863.9,5.6,90.0,59.0
2006-01-15,-2.4,6.2,866.8,865.2,7.8,91.0,52.0
2006-01-16,-4.8,4.6,868.5,865.5,8.5,87.0,52.0
2006-01-17,-4.2,3.2,868.4,867.3,6.5,92.0,50.0
2006-01-18,-6.8,3.8,871.0,868.1,9.2,81.0,29.0
2006-01-19,-6.6,5.0,873.2,871.2,4.4,87.0,59.0
2006-01-20,-4.2,5.4,872.9,866.8,3.2,84.0,48.0
2006-01-21,-0.8,3.8,869.7,863.5,1.1,96.0,80.0
2006-01-22,-6.4,7.8,872.9,870.0,9.4,85.0,41.0
2006-01-23,-2.4,9.2,872.1,869.2,0.1,84.0,43.0
2006-01-24,1.4,10.4,871.0,869.7,7.3,90.0,51.0
2006-01-25,2.8,8.4,871.2,865.6,1.3,93.0,51.0
2006-01-26,4.0,9.6,867.3,864.8,0.0,91.0,77.0
2006-01-27,4.4,7.8,868.6,866.6,1.6,92.0,75.0
2006-01-28,-0.8,5.8,868.6,867.0,8.8,89.0,60.0
2006-01-29,-3.0,5.2,868.5,867.1,6.1,86.0,57.0
2006-01-30,-4.8,3.6,867.8,866.5,4.6,99.0,65.0
2006-01-31,-2.8,3.4,871.2,867.8,3.5,97.0,53.0
2006-02-01,-5.0,7.8,872.5,870.0,1.8,96.0,50.0
2006-02-02,-4.6,6.8,873.9,871.4,0.0,88.0,61.0
2006-02-03,2.4,10.6,869.9,862.3,0.0,100.0,75.0
2006-02-04,6.4,10.0,871.4,861.1,2.4,92.0,66.0
2006-02-05,0.0,12.2,872.2,868.9,8.5,86.0,33.0
2006-02-06,1.8,14.6,870.1,868.1,7.5,83.0,23.0
2006-02-07,6.0,11.6,868.8,866.6,0.0,90.0,71.0
2006-02-08,7.4,13.4,866.6,863.2,0.3,86.0,77.0
2006-02-09,3.6,12.4,871.9,861.1,1.5,92.0,54.0
2006-02-10,0.0,10.6,874.1,872.4,8.8,100.0,42.0
2006-02-11,-1.2,12.8,872.6,869.4,9.8,81.0,34.0
2006-02-12,0.6,11.0,868.8,866.9,5.2,83.0,28.0
2006-02-13,1.0,10.8,867.4,866.0,0.5,82.0,58.0
2006-02-14,3.8,11.8,866.1,864.3,0.2,92.0,73.0
2006-02-15,4.8,10.8,863.5,860.0,0.5,89.0,68.0
2006-02-16,-0.2,6.4,864.8,861.5,2.5,92.0,70.0
2006-02-17,-2.4,2.4,870.0,865.3,5.5,95.0,79.0
2006-02-18,-3.2,9.0,871.4,869.6,7.9,93.0,27.0
2006-02-19,-1.8,10.6,872.1,870.4,9.8,76.0,33.0
2006-02-20,0.0,13.6,871.2,869.1,6.5,75.0,24.0
2006-02-21,1.6,13.4,868.7,867.0,4.8,71.0,26.0
2006-02-22,1.8,7.6,867.3,866.4,1.7,93.0,67.0
2006-02-23,0.0,12.4,868.5,866.2,9.2,83.0,44.0
2006-02-24,1.4,16.0,872.3,868.8,10.3,76.0,17.0
2006-02-25,-0.2,16.8,873.9,872.6,10.3,63.0,21.0
2006-02-26,1.4,17.2,873.4,871.2,7.2,58.0,26.0
2006-02-27,2.2,14.2,872.6,870.5,2.0,84.0,60.0
2006-02-28,7.4,18.8,871.6,869.3,9.6,86.0,25.0
2006-03-01,7.8,20.4,868.8,865.5,3.8,44.0,19.0
2006-03-02,8.2,16.4,866.1,864.2,5.3,70.0,25.0
2006-03-03,0.8,16.2,866.7,865.5,10.4,63.0,24.0
2006-03-04,3.0,14.8,868.8,865.8,10.2,67.0,31.0
2006-03-05,2.0,17.0,870.1,868.3,10.4,68.0,16.0
2006-03-06,3.8,16.8,867.0,865.2,8.2,54.0,17.0
2006-03-07,3.0,20.6,869.8,866.5,10.3,52.0,14.0
2006-03-08,4.0,19.8,869.5,867.9,8.6,53.0,10.0
2006-03-09,12.8,17.8,867.6,864.5,2.5,45.0,17.0
2006-03-10,8.0,14.4,867.5,865.8,2.9,61.0,23.0
2006-03-11,-0.2,12.4,869.5,866.1,9.7,72.0,31.0
2006-03-12,0.4,16.6,869.2,867.5,10.4,58.0,10.0
2006-03-13,1.4,18.0,869.6,867.3,10.8,43.0,7.0
2006-03-14,2.4,19.8,870.2,867.7,9.6,51.0,20.0
2006-03-15,5.8,19.6,868.5,866.3,8.5,50.0,18.0
2006-03-16,2.4,17.0,866.7,864.5,10.5,57.0,11.0
2006-03-17,0.8,15.4,866.0,863.1,10.8,61.0,11.0
2006-03-18,2.8,16.8,866.6,865.6,9.0,54.0,27.0
2006-03-19,4.0,15.2,867.4,865.7,2.6,66.0,25.0
2006-03-20,4.6,15.2,868.7,865.1,2.4,79.0,26.0
2006-03-21,-1.2,15.4,870.2,868.2,10.5,58.0,13.0
2006-03-22,1.8,17.2,869.2,865.4,9.2,64.0,22.0
2006-03-23,3.2,17.8,866.6,865.2,10.2,61.0,21.0
2006-03-24,4.2,19.8,867.3,865.9,9.8,51.0,17.0
2006-03-25,5.4,20.4,869.1,866.5,10.7,40.0,13.0
2006-03-26,9.8,21.4,868.6,867.3,4.3,69.0,23.0
2006-03-27,9.2,20.4,867.7,865.2,7.0,85.0,31.0
2006-03-28,7.0,18.6,866.0,862.5,3.5,90.0,48.0
2006-03-29,8.0,16.4,866.0,863.3,1.0,91.0,46.0
2006-03-30,5.8,15.2,870.2,865.9,10.7,100.0,51.0
2006-03-31,3.6,16.8,872.0,870.2,11.2,81.0,36.0
2006-04-01,6.6,19.4,869.2,866.3,6.8,73.0,26.0
2006-04-02,5.8,17.6,864.8,861.3,1.8,83.0,36.0
2006-04-03,7.0,14.4,865.3,863.0,7.1,75.0,36.0
2006-04-04,5.6,16.2,867.9,865.1,11.2,83.0,31.0
2006-04-05,8.2,17.0,867.5,865.6,0.0,77.0,30.0
2006-04-06,8.0,18.2,868.2,865.6,1.4,89.0,57.0
2006-04-07,7.4,14.0,867.5,864.8,6.6,94.0,60.0
2006-04-08,5.0,18.0,870.1,867.2,11.0,83.0,43.0
2006-04-09,6.8,21.2,870.7,869.2,10.2,76.0,34.0
2006-04-10,7.0,22.6,870.9,869.8,11.6,79.0,25.0
2006-04-11,9.0,23.0,869.5,865.6,9.5,62.0,19.0
2006-04-12,9.6,15.0,865.4,863.6,0.7,94.0,60.0
2006-04-13,6.6,20.0,867.0,864.3,10.8,92.0,45.0
2006-04-14,8.8,24.8,870.0,866.8,11.7,80.0,24.0
2006-04-15,10.4,27.4,871.2,868.3,11.4,69.0,22.0
2006-04-16,13.0,27.0,867.0,864.3,6.8,64.0,22.0
2006-04-17,16.2,23.4,863.8,859.2,5.4,81.0,40.0
2006-04-18,11.0,17.6,867.7,861.5,3.3,88.0,48.0
2006-04-19,8.0,20.6,869.6,867.4,8.8,92.0,45.0
2006-04-20,7.2,24.4,870.0,868.2,11.8,75.0,23.0
2006-04-21,10.4,26.2,869.5,867.5,10.5,66.0,18.0
2006-04-22,14.2,26.0,867.9,865.7,9.2,74.0,25.0
