local_date,tmin,tmax,p0max,p0min,sshn,umax,umin
2014-09-06,16.4,35.0,865.4,862.5,11.8,41.0,11.0
2014-09-07,18.8,33.8,867.0,865.1,11.2,24.0,14.0
2014-09-08,19.0,32.4,867.4,866.2,11.6,30.0,10.0
2014-09-09,18.4,32.2,867.2,865.7,11.4,36.0,10.0
2014-09-10,14.8,32.2,866.5,865.4,11.5,34.0,7.0
2014-09-11,15.6,34.2,866.7,864.8,11.7,26.0,10.0
2014-09-12,15.9,34.4,866.6,865.3,11.4,22.0,8.0
2014-09-13,16.6,33.4,866.2,864.6,11.5,21.0,9.0
2014-09-14,16.2,33.6,865.3,864.1,11.0,28.0,10.0
2014-09-15,16.6,33.2,866.1,864.1,11.2,31.0,14.0
2014-09-16,16.8,32.4,866.0,864.2,11.0,38.0,10.0
2014-09-17,16.2,31.6,866.9,864.7,11.1,42.0,18.0
2014-09-18,14.8,32.8,868.8,866.2,11.2,39.0,7.0
2014-09-19,14.6,33.6,870.0,867.9,10.6,38.0,13.0
2014-09-20,15.4,33.4,867.8,865.3,11.3,28.0,6.0
2014-09-21,17.0,32.2,866.3,864.8,11.2,42.0,12.0
2014-09-22,13.0,28.8,867.8,865.6,11.0,46.0,15.0
2014-09-23,14.8,29.0,868.9,867.3,10.8,35.0,19.0
2014-09-24,13.0,30.6,868.5,867.2,11.1,41.0,13.0
2014-09-25,15.0,30.0,867.6,866.3,10.4,53.0,20.0
2014-09-26,17.0,29.4,867.7,865.8,10.1,45.0,18.0
2014-09-27,14.0,28.8,870.0,867.4,10.7,51.0,27.0
2014-09-28,13.6,29.6,870.5,869.0,11.0,46.0,15.0
2014-09-29,15.2,30.8,871.5,869.5,10.4,40.0,15.0
2014-09-30,19.0,31.2,870.6,869.1,9.5,32.0,17.0
2014-10-01,16.0,31.6,871.0,869.3,9.6,36.0,15.0
2014-10-02,15.0,30.6,871.0,868.9,10.0,52.0,12.0
2014-10-03,20.6,29.0,869.5,868.5,9.4,54.0,25.0
2014-10-04,10.5,27.6,871.4,870.0,10.5,53.0,13.0
2014-10-05,12.6,29.8,873.6,871.0,9.6,30.0,18.0
2014-10-06,14.8,30.4,874.3,871.9,10.4,39.0,17.0
2014-10-07,12.0,28.4,872.1,869.5,10.5,43.0,8.0
2014-10-08,11.2,28.6,869.3,868.1,10.5,32.0,9.0
2014-10-09,11.0,28.8,871.6,868.0,9.0,32.0,12.0
2014-10-10,12.6,27.6,873.5,871.8,5.4,39.0,16.0
2014-10-11,12.4,28.6,872.8,871.0,10.0,44.0,16.0
2014-10-12,14.0,28.4,872.3,870.6,4.2,74.0,21.0
2014-10-13,16.4,26.6,872.3,870.3,8.0,78.0,26.0
2014-10-14,11.9,27.6,872.0,870.1,5.0,61.0,18.0
2014-10-15,14.4,24.5,873.1,871.8,1.6,89.0,40.0
2014-10-16,13.8,22.75,873.8,870.7,1.3,88.0,57.0
2014-10-17,14.0,21.0,871.0,869.8,3.8,98.0,63.0
2014-10-18,7.4,18.6,869.8,868.0,4.5,100.0,43.0
2014-10-19,12.0,20.0,867.7,865.1,7.5,80.0,49.0
2014-10-20,12.4,20.6,865.2,863.2,3.1,77.0,47.0
2014-10-21,9.0,18.8,870.4,865.0,6.5,89.0,49.0
2014-10-22,4.0,17.0,873.2,871.0,10.0,84.0,47.0
2014-10-23,6.4,23.4,872.8,871.2,10.0,78.0,24.0
2014-10-24,8.6,24.2,871.2,870.4,9.9,57.0,23.0
2014-10-25,9.2,23.2,870.6,869.0,9.9,65.0,25.0
2014-10-26,7.2,24.0,871.7,869.7,10.0,53.0,11.0
2014-10-27,8.0,24.8,872.4,871.0,9.8,41.0,11.0
2014-10-28,11.2,22.2,873.9,870.9,6.8,79.0,35.0
2014-10-29,10.0,19.6,871.3,870.2,2.0,76.0,52.0
2014-10-30,9.1,14.2,873.1,867.7,0.0,82.0,59.0
2014-10-31,9.4,16.8,867.1,864.4,1.8,98.0,64.0
2014-11-01,9.0,16.8,868.0,864.2,3.1,95.0,68.0
2014-11-02,7.0,15.0,869.7,867.3,4.3,95.0,64.0
2014-11-03,8.4,12.4,869.8,867.1,0.0,91.0,74.0
2014-11-04,8.8,13.6,867.5,866.2,5.6,97.0,60.0
2014-11-05,-1.4,12.0,873.2,866.4,9.6,71.0,31.0
2014-11-06,-1.4,15.4,873.2,870.9,9.7,71.0,24.0
2014-11-07,3.6,17.4,875.2,872.6,9.7,50.0,12.0
2014-11-08,2.6,20.1,877.2,875.3,9.7,51.0,13.0
2014-11-09,2.4,18.8,877.3,875.7,9.6,52.0,15.0
2014-11-10,2.2,19.4,875.8,873.5,9.6,51.0,11.0
2014-11-11,2.4,20.2,872.8,870.6,9.5,45.0,12.0
2014-11-12,4.0,18.8,871.2,869.9,9.5,58.0,18.0
2014-11-13,2.5,19.2,872.8,870.6,9.4,50.0,13.0
2014-11-14,6.6,20.6,875.0,872.7,8.3,43.0,17.0
2014-11-15,8.4,21.0,874.3,871.2,7.8,40.0,13.0
2014-11-16,7.0,19.4,870.8,868.9,7.6,36.0,14.0
2014-11-17,10.9,17.6,870.9,868.3,4.0,68.0,33.0
2014-11-18,7.4,15.0,873.5,870.2,4.6,96.0,64.0
2014-11-19,4.0,16.2,875.0,873.1,9.2,94.0,45.0
2014-11-20,3.8,17.8,873.8,872.2,8.4,72.0,34.0
2014-11-21,4.2,14.6,872.6,869.2,1.5,85.0,36.0
2014-11-22,5.6,13.8,868.3,866.2,1.0,90.0,83.0
2014-11-23,9.0,13.4,867.7,865.9,4.5,91.0,59.0
2014-11-24,3.2,12.2,868.8,866.7,0.5,94.0,57.0
2014-11-25,6.2,11.8,866.2,863.9,0.8,99.0,72.0
2014-11-26,3.4,12.6,869.4,865.5,6.5,97.0,66.0
2014-11-27,3.6,11.7,869.9,868.5,1.4,97.0,60.0
2014-11-28,4.4,12.2,871.3,869.9,7.2,93.0,52.0
2014-11-29,0.8,11.9,870.7,868.8,8.3,93.0,42.0
2014-11-30,-0.2,11.8,870.7,868.9,7.0,90.0,38.0
2014-12-01,0.4,12.4,871.6,869.5,6.8,89.0,46.0
2014-12-02,2.4,8.8,875.3,870.8,0.0,85.0,61.0
2014-12-03,5.0,13.8,876.8,875.0,6.1,86.0,42.0
2014-12-04,4.8,17.4,876.5,874.2,6.8,80.0,33.0
2014-12-05,3.2,17.2,874.1,871.8,6.8,81.0,32.0
2014-12-06,3.4,16.6,873.8,872.2,7.0,80.0,32.0
2014-12-07,3.6,19.2,874.7,872.9,7.0,66.0,31.0
2014-12-08,3.4,19.6,875.2,873.4,6.9,63.0,23.0
2014-12-09,2.0,17.8,875.0,873.1,5.8,60.0,24.0
2014-12-10,8.4,14.0,875.1,873.2,1.3,73.0,38.0
2014-12-11,3.4,18.0,875.0,872.7,8.5,66.0,33.0
2014-12-12,2.8,19.4,874.0,872.3,7.7,57.0,21.0
2014-12-13,2.8,20.0,873.9,871.4,8.7,45.0,17.0
2014-12-14,7.6,17.2,872.8,870.6,7.0,43.0,21.0
2014-12-15,8.6,13.0,872.8,871.1,0.0,88.0,55.0
2014-12-16,6.8,11.8,874.3,871.8,4.6,95.0,68.0
2014-12-17,1.8,14.0,875.3,873.3,8.5,99.0,45.0
2014-12-18,1.2,13.0,874.8,872.7,6.7,84.0,48.0
2014-12-19,3.4,11.8,873.7,871.6,0.0,82.0,31.0
2014-12-20,6.2,12.4,872.0,868.0,0.1,86.0,38.0
2014-12-21,4.6,11.4,867.8,865.9,6.1,98.0,60.0
2014-12-22,0.2,11.9,868.5,867.1,8.1,91.0,39.0
2014-12-23,0.3,7.6,869.6,866.2,1.8,96.0,75.0
2014-12-24,-1.3,9.0,875.9,869.8,4.7,98.0,52.0
2014-12-25,-1.6,13.6,876.2,874.3,5.6,90.0,34.0
2014-12-26,0.7,15.8,875.6,873.2,5.5,70.0,23.0
2014-12-27,3.0,10.4,873.8,871.2,0.0,83.0,63.0
2014-12-28,5.8,15.2,872.2,869.7,2.7,79.0,37.0
2014-12-29,1.0,14.2,872.7,870.5,4.8,84.0,31.0
2014-12-30,0.2,15.4,870.4,867.9,8.658999999999999,72.0,32.0
2014-12-31,0.7,17.0,871.4,868.9,5.1,68.0,26.0
2015-01-01,0.3,14.8,873.7,871.3,4.4,69.0,26.0
2015-01-02,4.4,15.4,872.2,870.1,2.0,76.0,24.0
2015-01-03,2.8,12.4,870.8,867.6,3.3,69.0,47.0
2015-01-04,5.0,9.8,868.2,866.4,0.8,79.0,49.0
2015-01-05,-1.0,12.0,870.5,868.1,7.0,85.0,27.0
2015-01-06,-0.4,12.8,871.1,868.9,2.5,68.0,34.0
2015-01-07,-0.55,12.4,867.9,864.0,2.2,76.0,57.0
2015-01-08,-0.7,8.3,869.7,863.8,0.1,96.0,35.0
2015-01-09,-7.8,4.2,869.3,866.0,5.2,83.0,46.0
2015-01-10,-6.199999999999999,0.9,868.7,865.7,0.0,99.0,85.0
2015-01-11,-4.6,4.2,873.8,869.2,3.0,98.0,62.0
2015-01-12,-5.2,8.6,876.9,874.1,5.8,87.0,37.0
2015-01-13,-2.6,14.9,876.4,874.6,8.0,64.0,28.0
2015-01-14,-1.6,16.1,875.0,872.5,8.5,59.0,21.0
2015-01-15,-1.2,16.0,871.8,869.2,6.2,96.0,18.0
2015-01-16,4.0,10.2,872.2,870.4,8.8,100.0,57.0
2015-01-17,-1.0,9.2,870.4,868.2,8.7,99.0,51.0
2015-01-18,-2.2,10.0,869.8,867.5,8.7,94.0,43.0
2015-01-19,-1.7,11.2,868.9,867.4,9.2,74.0,27.0
2015-01-20,-2.0,12.8,871.2,868.5,9.0,67.0,26.0
2015-01-21,-1.3,14.1,874.1,871.5,9.1,67.0,21.0
2015-01-22,0.8,15.6,873.9,871.5,8.9,56.0,19.0
2015-01-23,-1.0,14.1,872.4,870.5,9.2,66.0,20.0
2015-01-24,-1.0,15.0,874.3,871.5,9.3,61.0,20.0
2015-01-25,-0.2,16.2,875.8,874.1,9.2,56.0,20.0
2015-01-26,1.8,16.2,874.6,870.4,2.2,44.0,17.0
2015-01-27,4.05,16.5,870.6,869.1,6.0,43.0,22.0
2015-01-28,6.3,14.2,869.7,865.2,0.0,69.0,28.0
2015-01-29,9.5,13.5,868.8,866.0,0.0,93.0,28.0
2015-01-30,6.8,13.8,868.8,867.1,1.6,100.0,78.0
2015-01-31,1.9,13.7,872.4,869.5,9.5,89.0,26.0
2015-02-01,0.9,14.8,872.4,870.9,9.5,80.0,26.0
2015-02-02,1.8,19.6,871.1,868.7,9.5,65.0,19.0
2015-02-03,3.2,19.7,871.0,868.5,9.0,62.0,18.0
2015-02-04,7.0,17.6,871.5,869.3,9.4,85.0,26.0
2015-02-05,4.8,14.8,872.2,870.7,8.5,90.0,37.0
2015-02-06,0.8,16.8,871.9,870.5,9.7,72.0,20.0
2015-02-07,0.8,16.2,870.1,864.6,5.6,48.0,22.0
2015-02-08,4.6000000000000005,15.5,864.0,861.1,2.1,53.0,17.0
2015-02-09,8.4,16.1,864.7,862.8,6.2,69.0,42.0
2015-02-10,10.5,18.9,864.2,861.4,4.5,79.0,40.0
2015-02-11,10.6,15.9,865.9,862.5,0.1,72.0,48.0
2015-02-12,8.0,12.1,868.1,863.4,4.4,81.0,48.0
2015-02-13,-1.7,12.8,869.1,867.0,9.4,72.0,21.0
2015-02-14,0.0,11.6,868.6,866.8,8.4,68.0,25.0
2015-02-15,-1.4,11.6,868.2,866.9,8.2,63.0,25.0
2015-02-16,2.9,10.6,867.8,864.6,0.7,71.0,43.0
2015-02-17,2.6,13.2,868.2,865.7,3.7,74.0,33.0
2015-02-18,2.0,13.7,868.5,866.0,9.4,88.0,46.0
2015-02-19,1.6,12.6,865.4,860.2,8.0,98.0,47.0
2015-02-20,3.0,9.4,858.1,853.9,0.0,100.0,95.0
2015-02-21,-6.0,2.2,861.2,855.9,3.2,100.0,77.0
2015-02-22,-1.0,6.8,867.9,860.5,6.0,100.0,39.0
2015-02-23,-1.4,10.0,871.7,867.9,10.2,60.0,23.0
2015-02-24,-2.7,12.3,870.4,868.0,8.8,71.0,24.0
2015-02-25,2.0,11.8,869.4,867.2,3.6,100.0,60.0
2015-02-26,0.7,13.5,870.0,868.4,10.3,87.0,47.0
2015-02-27,2.4,16.7,870.8,869.0,10.2,55.0,22.0
2015-02-28,1.9,17.8,870.9,867.5,9.9,68.0,29.0
2015-03-01,2.4,15.8,867.5,865.7,10.0,69.0,31.0
2015-03-02,2.1,13.5,868.4,865.5,9.6,75.0,31.0
2015-03-03,1.6,13.6,869.0,867.0,9.4,77.0,36.0
2015-03-04,3.8,11.4,868.0,866.5,7.8,80.0,54.0
2015-03-05,2.2,12.5,871.3,867.2,10.0,94.0,38.0
2015-03-06,-0.8,17.9,874.9,871.1,10.4,73.0,7.0
2015-03-07,1.1,21.0,874.0,872.0,10.4,42.0,7.0
2015-03-08,2.4,20.2,873.3,871.9,8.8,37.0,8.0
2015-03-09,10.0,19.0,873.7,870.6,4.2,87.0,37.0
2015-03-10,4.6,17.6,872.7,870.2,11.0,80.0,12.0
2015-03-11,6.0,19.7,870.7,870.3,10.7,22.0,5.0
2015-03-12,5.4,21.4,870.4,868.8,8.9,26.0,12.0
2015-03-13,6.9,17.8,870.5,869.0,7.5,80.0,32.0
2015-03-14,4.5,19.5,871.0,868.9,10.5,72.0,34.0
2015-03-15,5.4,18.5,869.7,868.0,9.4,73.0,39.0
2015-03-16,4.5,18.7,868.8,866.9,10.4,64.0,24.0
2015-03-17,5.5,18.0,869.7,867.6,4.6,52.0,27.0
2015-03-18,7.6,18.0,871.3,867.8,7.2,88.0,37.0
2015-03-19,6.0,19.3,868.9,863.5,8.0,88.0,44.0
2015-03-20,6.0,16.8,868.2,864.0,8.0,98.0,61.0
2015-03-21,5.7,17.2,869.4,866.0,9.5,86.0,30.0
2015-03-22,8.7,11.8,866.0,863.9,4.3,96.0,49.0
2015-03-23,0.2,10.2,871.7,865.8,9.0,100.0,51.0
2015-03-24,0.6,13.5,871.6,869.9,3.5,87.0,40.0
2015-03-25,5.9,17.0,871.0,868.2,6.2,85.0,30.0
2015-03-26,6.7,16.2,869.2,867.2,9.3,78.0,48.0
2015-03-27,3.0,19.5,871.9,870.3,9.2,83.0,34.0
2015-03-28,4.3,20.4,872.0,870.0,7.1,66.0,30.0
2015-03-29,8.5,13.0,871.5,865.7,0.0,90.0,59.0
2015-03-30,10.6,20.5,865.5,862.6,7.3,90.0,50.0
2015-03-31,4.0,16.0,866.9,864.2,11.4,91.0,38.0
2015-04-01,2.9,17.0,864.2,862.2,9.4,80.0,37.0
2015-04-02,3.6,19.0,865.1,863.7,11.0,74.0,32.0
2015-04-03,4.5,19.8,864.2,862.6,10.5,76.0,26.0
2015-04-04,5.4,20.8,865.0,863.0,11.5,69.0,25.0
2015-04-05,8.6,22.7,869.9,864.9,9.861000000000004,74.0,19.0
2015-04-06,7.2,24.6,870.0,868.4,11.6,62.0,18.0
2015-04-07,8.6,25.1,868.2,865.9,11.3,46.0,15.0
2015-04-08,8.0,24.5,870.2,867.7,11.4,47.0,23.0
2015-04-09,8.9,26.8,869.4,866.3,11.4,48.0,17.0
2015-04-10,17.4,27.4,866.0,864.6,7.4,28.0,22.0
2015-04-11,12.7,23.8,867.3,864.1,0.0,97.0,27.0
2015-04-12,12.4,21.5,867.6,863.3,6.0,80.0,30.0
2015-04-13,4.7,12.7,871.5,867.0,10.6,74.0,37.0
2015-04-14,1.7,15.8,871.2,869.0,11.8,79.0,30.0
2015-04-15,2.7,18.8,871.0,869.0,9.0,67.0,18.0
2015-04-16,8.0,24.1,872.4,868.5,8.8,46.0,17.0
2015-04-17,6.5,21.3,873.9,871.4,11.1,61.0,21.0
2015-04-18,6.0,20.6,870.4,868.0,10.5,62.0,20.0
2015-04-19,5.8,22.4,869.7,868.0,11.2,54.0,20.0
2015-04-20,6.4,22.9,869.8,868.5,11.7,55.0,19.0
2015-04-21,9.0,25.2,869.5,866.0,10.3,41.0,12.0
2015-04-22,18.0,26.0,867.2,864.3,9.5,44.0,15.0
2015-04-23,10.3,24.7,867.0,865.1,10.4,48.0,19.0
2015-04-24,13.1,19.7,869.8,866.7,9.8,55.0,15.0
2015-04-25,1.0,19.2,871.6,869.7,12.4,67.0,14.0
2015-04-26,3.5,24.6,871.5,869.5,12.3,34.0,8.0
2015-04-27,6.2,25.6,871.9,869.6,11.3,28.0,9.0
2015-04-28,11.1,27.5,870.9,869.5,9.8,30.0,12.0
2015-04-29,10.7,28.3,871.7,869.6,11.7,35.0,14.0
2015-04-30,12.7,31.8,870.6,868.1,11.2,31.0,9.0
2015-05-01,15.9,30.7,868.8,867.3,9.3,22.0,10.0
2015-05-02,16.8,30.2,869.2,867.4,10.9,39.0,8.0
2015-05-03,11.0,27.0,868.6,867.0,12.5,33.0,9.0
2015-05-04,11.2,29.0,867.2,862.9,10.2,95.0,13.0
2015-05-05,13.7,24.6,864.8,862.6,8.2,74.0,25.0
2015-05-06,9.0,25.1,865.3,863.9,12.1,57.0,18.0
2015-05-07,11.5,25.0,866.0,863.6,6.0,51.0,30.0
2015-05-08,11.7,26.6,867.0,865.6,10.5,54.0,15.0
2015-05-09,14.8,25.0,865.5,863.7,2.3,45.0,23.0
2015-05-10,12.6,26.5,864.9,862.5,9.0,76.0,22.0
2015-05-11,13.5,29.6,869.4,864.3,11.0,43.0,17.0
2015-05-12,12.4,30.6,870.6,868.9,11.8,40.0,11.0
2015-05-13,17.5,30.6,868.8,867.3,8.0,30.0,10.0
2015-05-14,16.4,26.8,868.7,866.2,0.0,31.0,19.0
2015-05-15,16.0,24.9,871.9,868.2,10.8,43.0,20.0
2015-05-16,8.8,26.6,871.1,868.9,12.5,57.0,12.0
2015-05-17,10.3,29.8,868.6,866.2,12.7,35.0,11.0
2015-05-18,11.8,31.6,867.8,866.2,12.5,34.0,5.0
2015-05-19,13.0,32.2,867.4,865.9,12.3,32.0,8.0
2015-05-20,13.9,32.8,867.2,866.2,12.2,29.0,9.0
2015-05-21,15.3,33.7,867.7,866.3,11.8,22.0,8.0
2015-05-22,17.2,35.0,866.6,864.1,8.0,24.0,9.0
2015-05-23,19.0,31.8,866.6,863.9,11.0,36.0,9.0
2015-05-24,13.2,29.6,868.4,866.4,12.1,43.0,14.0
2015-05-25,15.0,28.9,869.5,867.7,12.0,45.0,18.0
2015-05-26,14.7,30.9,869.4,867.5,11.6,39.0,13.0
2015-05-27,17.0,29.9,868.6,867.3,10.6,34.0,11.0
2015-05-28,14.8,32.4,867.9,866.7,5.7,26.0,13.0
2015-05-29,20.7,33.6,866.9,865.6,4.0,30.0,12.0
2015-05-30,21.3,35.3,869.1,866.9,5.8,28.0,10.0
2015-05-31,19.7,35.1,870.2,869.2,8.3,29.0,13.0
2015-06-01,22.2,37.0,869.6,867.0,10.5,26.0,9.0
2015-06-02,18.6,37.7,869.5,867.7,11.7,25.0,7.0
2015-06-03,20.2,37.2,870.0,867.8,11.9,28.0,8.0
2015-06-04,19.1,36.5,867.9,866.2,12.2,29.0,5.0
2015-06-05,20.9,37.8,867.5,865.0,12.0,18.0,5.0
2015-06-06,21.3,37.4,869.5,867.2,11.3,17.0,7.0
2015-06-07,19.2,36.6,868.8,867.4,11.9,20.0,6.0
2015-06-08,18.8,36.7,868.4,865.6,12.1,18.0,7.0
2015-06-09,20.1,36.7,866.5,865.5,12.5,21.0,5.0
2015-06-10,24.5,38.0,865.6,863.6,11.8,20.0,4.0
2015-06-11,20.5,35.1,865.6,863.7,12.2,24.0,5.0
2015-06-12,16.6,34.1,866.0,864.5,13.1,24.0,6.0
2015-06-13,14.8,36.5,864.4,862.5,13.0,19.0,4.0
2015-06-14,17.7,37.8,862.3,860.9,12.4,18.0,5.0
2015-06-15,17.8,33.7,863.0,860.7,12.9,25.0,7.0
2015-06-16,17.5,32.9,862.5,861.2,13.0,29.0,8.0
2015-06-17,15.9,33.0,862.2,861.0,12.6,33.0,10.0
2015-06-18,18.0,32.5,863.6,861.2,10.8,27.0,14.0
2015-06-19,17.2,34.1,864.6,862.4,12.9,32.0,11.0
2015-06-20,17.3,35.1,863.3,862.3,13.1,24.0,7.0
2015-06-21,18.8,34.4,863.0,861.4,12.7,27.0,9.0
2015-06-22,17.3,35.4,862.2,861.1,12.3,31.0,10.0
2015-06-23,18.6,35.3,861.3,860.2,12.5,25.0,11.0
2015-06-24,19.0,35.7,861.4,860.3,12.1,28.0,13.0
2015-06-25,19.2,32.6,860.5,859.8,11.9,32.0,14.0
2015-06-26,16.5,29.9,861.6,859.5,11.1,39.0,14.0
2015-06-27,14.8,31.3,863.6,861.0,11.8,45.0,15.0
2015-06-28,18.4,35.0,865.0,862.8,12.3,35.0,10.0
2015-06-29,18.2,36.2,865.6,864.5,12.1,26.0,9.0
2015-06-30,21.0,37.6,866.5,864.3,11.1,24.0,10.0
2015-07-01,20.9,40.4,865.9,864.8,11.6,24.0,7.0
2015-07-02,23.5,41.2,865.7,864.6,11.6,20.0,6.0
2015-07-03,25.4,41.2,865.2,863.7,8.0,15.0,6.0
2015-07-04,24.1,39.7,866.7,864.4,10.3,15.0,6.0
2015-07-05,23.8,39.1,865.6,864.5,10.8,18.0,9.0
2015-07-06,23.0,38.0,863.7,862.8,11.3,23.0,11.0
2015-07-07,20.6,38.2,862.2,861.0,11.5,23.0,9.0
2015-07-08,20.2,39.0,862.1,859.6,11.7,27.0,9.0
2015-07-09,21.7,38.8,864.2,861.3,11.6,28.0,10.0
2015-07-10,23.7,39.0,863.5,861.8,9.0,28.0,10.0
2015-07-11,25.1,41.2,861.2,858.9,9.4,21.0,9.0
2015-07-12,23.6,40.2,860.7,858.0,8.6,21.0,8.0
2015-07-13,21.2,38.0,864.4,860.5,11.8,21.0,8.0
2015-07-14,21.3,39.1,865.0,863.6,12.5,20.0,5.0
2015-07-15,21.6,39.7,864.4,863.1,12.2,16.0,5.0
2015-07-16,23.1,40.3,863.7,861.9,11.7,15.0,6.0
2015-07-17,25.9,39.1,862.2,860.1,11.6,15.0,6.0
2015-07-18,22.8,36.5,860.1,859.0,11.8,25.0,11.0
2015-07-19,21.9,36.0,858.5,857.6,8.0,35.0,14.0
2015-07-20,23.6,36.4,860.1,858.3,9.1,25.0,15.0
2015-07-21,22.2,36.4,862.0,859.6,7.5,32.0,15.0
2015-07-22,21.8,36.0,864.7,861.8,9.8,29.0,16.0
2015-07-23,20.6,36.6,864.3,862.7,8.1,30.0,12.0
2015-07-24,20.5,37.6,864.9,863.1,9.4,34.0,12.0
2015-07-25,23.6,38.3,865.8,862.9,12.0,20.0,9.0
2015-07-26,22.5,39.1,863.0,861.0,12.5,17.0,8.0
2015-07-27,23.2,39.3,863.0,860.3,12.1,16.0,6.0
2015-07-28,25.3,37.6,864.4,862.0,12.2,18.0,6.0
2015-07-29,24.1,40.4,863.3,861.3,11.9,17.0,5.0
2015-07-30,23.3,41.4,863.6,862.6,12.2,14.0,6.0
2015-07-31,25.7,40.8,863.9,863.0,6.4,39.0,7.0
2015-08-01,23.5,40.1,865.3,862.8,5.8,28.0,12.0
2015-08-02,25.6,39.6,867.0,865.2,12.0,18.0,8.0
2015-08-03,23.7,40.5,866.4,865.1,10.3,28.0,8.0
2015-08-04,23.6,39.0,865.9,864.6,5.6,41.0,8.0
2015-08-05,20.5,38.8,865.2,863.3,11.8,33.0,10.0
2015-08-06,23.8,39.6,864.5,862.3,11.6,19.0,6.0
2015-08-07,25.8,39.6,865.7,863.2,11.7,19.0,6.0
2015-08-08,24.6,39.6,867.3,865.2,11.6,24.0,8.0
2015-08-09,20.7,39.7,865.6,864.1,12.4,23.0,6.0
2015-08-10,21.3,40.1,864.0,862.9,11.8,28.0,6.0
2015-08-11,21.0,37.9,865.3,862.0,12.0,38.0,9.0
2015-08-12,20.9,38.9,865.1,864.1,10.8,38.0,9.0
2015-08-13,23.5,39.6,865.6,863.5,11.1,34.0,10.0
2015-08-14,23.7,39.3,865.7,864.3,11.5,28.0,12.0
2015-08-15,24.1,40.7,865.3,863.4,12.0,26.0,5.0
2015-08-16,23.0,39.6,866.2,864.3,12.0,17.0,7.0
2015-08-17,22.2,39.0,866.6,864.6,12.2,21.0,6.0
2015-08-18,22.2,38.5,865.9,864.3,12.0,21.0,6.0
2015-08-19,22.4,40.8,867.2,865.1,12.2,19.0,5.0
2015-08-20,23.3,40.2,867.2,865.2,12.0,12.0,5.0
2015-08-21,28.0,39.1,865.6,863.6,12.2,15.0,6.0
2015-08-22,20.9,38.6,864.3,863.3,12.4,17.0,3.0
2015-08-23,19.6,36.8,864.3,862.8,12.4,21.0,6.0
2015-08-24,19.6,36.0,863.8,862.6,12.0,25.0,8.0
2015-08-25,18.4,35.2,865.1,863.1,11.7,36.0,11.0
2015-08-26,20.2,35.0,866.4,864.3,11.7,33.0,13.0
2015-08-27,18.1,35.4,867.6,866.3,12.1,27.0,10.0
2015-08-28,19.4,36.0,868.4,867.1,11.4,22.0,10.0
2015-08-29,21.2,36.2,868.5,867.2,11.5,23.0,10.0
2015-08-30,19.3,36.7,868.3,866.6,11.0,24.0,8.0
2015-08-31,22.2,36.1,869.5,865.5,7.5,51.0,17.0
2015-09-01,17.1,32.3,866.2,864.4,3.5,25.0,11.0
2015-09-02,21.3,34.0,866.8,864.5,8.2,31.0,13.0
2015-09-03,21.2,35.9,865.6,864.0,8.8,26.0,12.0
2015-09-04,20.2,36.4,869.2,866.0,10.8,28.0,7.0
2015-09-05,20.8,35.7,871.6,869.3,7.4,47.0,10.0
2015-09-06,21.1,34.8,871.5,869.4,9.4,47.0,18.0
2015-09-07,22.1,34.2,870.1,867.5,9.9,42.0,22.0
2015-09-08,21.6,33.2,869.5,867.4,2.0,40.0,18.0
2015-09-09,18.6,35.2,870.5,868.7,8.2,41.0,12.0
2015-09-10,20.9,36.1,871.8,869.2,10.5,29.0,9.0
2015-09-11,22.5,35.1,871.4,868.6,10.0,20.0,12.0
2015-09-12,19.6,34.7,869.6,868.1,8.7,23.0,10.0
2015-09-13,20.3,34.6,872.1,869.4,4.5,30.0,14.0
2015-09-14,20.0,35.9,872.7,870.0,6.5,33.0,9.0
2015-09-15,22.0,36.4,870.1,867.7,9.0,24.0,10.0
2015-09-16,20.5,35.3,868.2,866.9,8.7,27.0,12.0
2015-09-17,19.5,32.9,868.0,866.3,10.0,28.0,13.0
2015-09-18,18.8,33.2,870.0,867.1,10.2,26.0,10.0
2015-09-19,19.4,32.3,869.8,868.2,11.0,30.0,11.0
2015-09-20,21.3,33.6,869.2,866.7,11.1,27.0,10.0
2015-09-21,16.3,33.5,868.3,867.0,10.7,23.0,8.0
2015-09-22,19.1,33.9,869.7,867.3,10.0,27.0,9.0
2015-09-23,15.6,32.8,869.9,868.5,10.7,25.0,9.0
2015-09-24,15.7,34.3,869.4,867.5,10.9,26.0,5.0
2015-09-25,16.1,33.8,867.7,866.6,10.8,19.0,6.0
2015-09-26,15.4,32.0,869.1,866.4,10.7,28.0,14.0
2015-09-27,17.0,31.8,869.7,868.0,10.0,25.0,13.0
2015-09-28,15.4,31.5,870.0,867.6,10.3,34.0,12.0
2015-09-29,15.7,31.4,869.4,867.3,10.6,29.0,12.0
2015-09-30,16.7,32.3,872.7,869.3,8.8,34.0,14.0
2015-10-01,20.6,31.0,876.2,872.3,9.3,45.0,22.0
2015-10-02,18.0,33.3,877.3,875.8,9.8,50.0,18.0
2015-10-03,20.0,34.5,877.6,874.3,7.7,34.0,11.0
2015-10-04,18.8,33.3,874.8,872.4,8.6,28.0,14.0
2015-10-05,17.2,31.8,872.4,870.3,9.0,33.0,11.0
2015-10-06,15.8,32.1,870.0,866.1,5.0,33.0,9.0
2015-10-07,23.1,26.8,867.5,864.5,0.9,48.0,15.0
